item,task,worker,tstart,tproc
59,20,2,15827.400000,8.400000
59,21,2,15835.800000,18.000000
63,13,3,15839.400000,94.800000
62,9,5,15840.600000,21.600000
59,22,2,15853.800000,18.000000
60,19,0,15859.200000,18.600000
57,53,1,15859.800000,10.800000
62,13,5,15862.200000,94.800000
57,54,1,15870.600000,51.000000
59,23,2,15871.800000,18.000000
58,45,4,15872.400000,100.800000
60,29,0,15877.800000,14.400000
64,11,2,15889.800000,31.200000
60,14,0,15892.200000,14.400000
60,20,0,15906.600000,8.400000
61,6,6,15914.400000,55.200000
60,15,0,15915.000000,6.000000
60,21,0,15921.000000,18.000000
64,12,2,15921.000000,30.600000
65,16,1,15921.600000,18.000000
59,30,3,15934.200000,25.200000
57,55,0,15939.000000,66.000000
60,22,1,15939.600000,18.000000
63,2,2,15951.600000,16.800000
62,27,5,15957.000000,60.000000
60,23,1,15957.600000,18.000000
59,31,3,15959.400000,15.000000
63,24,2,15968.400000,14.400000
61,10,6,15969.600000,36.600000
64,7,4,15973.200000,16.800000
58,46,3,15974.400000,97.800000
65,11,1,15975.600000,31.200000
63,3,2,15982.800000,42.600000
64,8,4,15990.000000,35.400000
66,11,0,16005.000000,31.200000
61,14,6,16006.200000,14.400000
65,12,1,16006.800000,30.600000
59,32,5,16017.000000,30.000000
61,21,6,16020.600000,18.000000
62,10,4,16025.400000,36.600000
63,25,2,16025.400000,29.400000
64,9,0,16036.200000,21.600000
65,1,1,16037.400000,15.600000
61,22,6,16038.600000,18.000000
59,33,5,16047.000000,25.200000
60,30,1,16053.000000,25.200000
63,26,2,16054.800000,31.200000
61,23,6,16056.600000,18.000000
64,16,0,16057.800000,18.000000
62,14,4,16062.000000,14.400000
58,47,3,16072.200000,80.400000
59,34,5,16072.200000,18.000000
61,27,6,16074.600000,60.000000
64,2,0,16075.800000,16.800000
62,17,4,16076.400000,12.000000
60,31,1,16078.200000,15.000000
63,9,2,16086.000000,21.600000
62,18,4,16088.400000,21.000000
59,35,5,16090.200000,18.000000
64,3,0,16092.600000,42.600000
60,32,1,16093.200000,30.000000
63,14,2,16107.600000,14.400000
59,36,5,16108.200000,21.000000
62,19,4,16109.400000,18.600000
63,17,2,16122.000000,12.000000
65,13,1,16123.200000,94.800000
60,33,4,16128.000000,25.200000
59,37,5,16129.200000,57.600000
62,20,2,16134.000000,8.400000
61,28,6,16134.600000,43.800000
63,18,0,16135.200000,21.000000
62,21,2,16142.400000,18.000000
58,48,3,16152.600000,72.000000
60,34,4,16153.200000,18.000000
63,19,0,16156.200000,18.600000
62,22,2,16160.400000,18.000000
60,35,4,16171.200000,18.000000
63,20,0,16174.800000,8.400000
61,15,6,16178.400000,6.000000
62,28,2,16178.400000,43.800000
63,21,0,16183.200000,18.000000
66,12,6,16184.400000,30.600000
67,11,5,16186.800000,31.200000
60,36,4,16189.200000,21.000000
61,29,0,16201.200000,14.400000
60,37,4,16210.200000,57.600000
63,22,6,16215.000000,18.000000
64,24,0,16215.600000,14.400000
59,38,5,16218.000000,22.800000
65,7,1,16218.000000,16.800000
61,30,2,16222.200000,25.200000
58,49,3,16224.600000,6.000000
62,23,0,16230.000000,18.000000
58,50,3,16230.600000,3.600000
63,23,6,16233.000000,18.000000
58,51,3,16234.200000,3.600000
64,25,1,16234.800000,29.400000
58,52,3,16237.800000,37.800000
59,39,5,16240.800000,7.200000
61,31,2,16247.400000,15.000000
62,15,5,16248.000000,6.000000
65,8,0,16248.000000,35.400000
63,4,6,16251.000000,91.200000
66,1,5,16254.000000,15.600000
61,32,2,16262.400000,30.000000
62,29,1,16264.200000,14.400000
59,40,4,16267.800000,25.800000
64,26,5,16269.600000,31.200000
58,53,3,16275.600000,10.800000
66,16,1,16278.600000,18.000000
65,9,0,16283.400000,21.600000
58,54,3,16286.400000,51.000000
60,38,2,16292.400000,22.800000
59,41,4,16293.600000,9.600000
61,33,1,16296.600000,25.200000
64,17,5,16300.800000,12.000000
59,42,4,16303.200000,21.000000
65,2,0,16305.000000,16.800000
64,18,5,16312.800000,21.000000
60,39,2,16315.200000,7.200000
61,34,1,16321.800000,18.000000
62,30,0,16321.800000,25.200000
60,40,2,16322.400000,25.800000
59,43,4,16324.200000,10.800000
64,19,5,16333.800000,18.600000
59,44,4,16335.000000,82.800000
58,55,3,16337.400000,66.000000
61,35,1,16339.800000,18.000000
63,5,6,16342.200000,87.600000
62,31,0,16347.000000,15.000000
60,41,2,16348.200000,9.600000
64,13,5,16352.400000,94.800000
60,42,1,16357.800000,21.000000
61,36,2,16357.800000,21.000000
62,32,0,16362.000000,30.000000
60,43,1,16378.800000,10.800000
61,37,2,16378.800000,57.600000
60,44,1,16389.600000,82.800000
62,33,0,16392.000000,25.200000
65,3,3,16403.400000,42.600000
62,34,0,16417.200000,18.000000
59,45,4,16417.800000,100.800000
63,27,6,16429.800000,60.000000
62,35,0,16435.200000,18.000000
66,7,2,16436.400000,16.800000
65,14,3,16446.000000,14.400000
61,38,5,16447.200000,22.800000
62,36,0,16453.200000,21.000000
64,14,2,16453.200000,14.400000
65,24,3,16460.400000,14.400000
64,20,2,16467.600000,8.400000
61,39,5,16470.000000,7.200000
60,45,1,16472.400000,100.800000
62,37,0,16474.200000,57.600000
65,4,3,16474.800000,91.200000
64,21,2,16476.000000,18.000000
66,8,5,16477.200000,35.400000
63,28,6,16489.800000,43.800000
64,22,2,16494.000000,18.000000
64,23,2,16512.000000,18.000000
66,9,5,16512.600000,21.600000
67,12,4,16518.600000,30.600000
64,15,2,16530.000000,6.000000
61,40,0,16531.800000,25.800000
59,46,6,16533.600000,97.800000
63,6,5,16534.200000,55.200000
66,2,2,16536.000000,16.800000
67,16,4,16549.200000,18.000000
66,3,2,16552.800000,42.600000
61,41,0,16557.600000,9.600000
62,38,3,16566.000000,22.800000
61,42,4,16567.200000,21.000000
65,25,0,16567.200000,29.400000
67,1,1,16573.200000,15.600000
61,43,4,16588.200000,10.800000
60,46,3,16588.800000,97.800000
62,39,1,16588.800000,7.200000
63,10,5,16589.400000,36.600000
67,7,2,16595.400000,16.800000
62,40,1,16596.000000,25.800000
65,5,0,16596.600000,87.600000
61,44,4,16599.000000,82.800000
66,24,2,16612.200000,14.400000
62,41,1,16621.800000,9.600000
63,15,5,16626.000000,6.000000
66,25,2,16626.600000,29.400000
59,47,6,16631.400000,80.400000
62,42,1,16631.400000,21.000000
64,4,5,16632.000000,91.200000
62,43,1,16652.400000,10.800000
63,29,2,16656.000000,14.400000
62,44,1,16663.200000,82.800000
66,26,2,16670.400000,31.200000
67,8,4,16681.800000,35.400000
61,45,0,16684.200000,100.800000
63,30,3,16686.600000,25.200000
60,47,2,16701.600000,80.400000
59,48,3,16711.800000,72.000000
63,31,6,16711.800000,15.000000
65,17,4,16717.200000,12.000000
64,27,5,16723.200000,60.000000
63,32,6,16726.800000,30.000000
65,18,4,16729.200000,21.000000
66,17,1,16746.000000,12.000000
65,15,4,16750.200000,6.000000
67,2,4,16756.200000,16.800000
68,1,6,16756.800000,15.600000
66,13,1,16758.000000,94.800000
68,16,6,16772.400000,18.000000
69,1,4,16773.000000,15.600000
60,48,2,16782.000000,72.000000
64,28,5,16783.200000,43.800000
59,49,3,16783.800000,6.000000
62,45,0,16785.000000,100.800000
69,7,4,16788.600000,16.800000
59,50,3,16789.800000,3.600000
63,33,6,16790.400000,25.200000
59,51,3,16793.400000,3.600000
59,52,3,16797.000000,37.800000
67,24,4,16805.400000,14.400000
63,34,6,16815.600000,18.000000
65,6,4,16819.800000,55.200000
61,46,5,16827.000000,97.800000
63,35,6,16833.600000,18.000000
59,53,3,16834.800000,10.800000
59,54,3,16845.600000,51.000000
63,36,6,16851.600000,21.000000
64,29,1,16852.800000,14.400000
60,49,2,16854.000000,6.000000
60,50,2,16860.000000,3.600000
60,51,2,16863.600000,3.600000
64,5,1,16867.200000,87.600000
66,4,2,16867.200000,91.200000
63,37,6,16872.600000,57.600000
65,10,4,16875.000000,36.600000
67,3,0,16885.800000,42.600000
59,55,3,16896.600000,66.000000
60,52,4,16911.600000,37.800000
62,46,5,16924.800000,97.800000
61,47,0,16928.400000,80.400000
67,25,6,16930.200000,29.400000
60,53,4,16949.400000,10.800000
64,6,1,16954.800000,55.200000
63,38,2,16958.400000,22.800000
66,18,6,16959.600000,21.000000
60,54,4,16960.200000,51.000000
65,26,3,16962.600000,31.200000
66,14,6,16980.600000,14.400000
63,39,2,16981.200000,7.200000
63,40,2,16988.400000,25.800000
65,27,3,16993.800000,60.000000
66,5,6,16995.000000,87.600000
61,48,0,17008.800000,72.000000
64,10,1,17010.000000,36.600000
60,55,4,17011.200000,66.000000
63,41,2,17014.200000,9.600000
67,13,5,17022.600000,94.800000
63,42,2,17023.800000,21.000000
63,43,2,17044.800000,10.800000
68,7,1,17046.600000,16.800000
64,30,3,17053.800000,25.200000
63,44,2,17055.600000,82.800000
68,8,1,17063.400000,35.400000
62,47,4,17077.200000,80.400000
64,31,3,17079.000000,15.000000
61,49,0,17080.800000,6.000000
65,19,6,17082.600000,18.600000
61,50,0,17086.800000,3.600000
61,51,0,17090.400000,3.600000
61,52,3,17094.000000,37.800000
64,32,0,17094.000000,30.000000
66,6,1,17098.800000,55.200000
65,20,6,17101.200000,8.400000
65,21,6,17109.600000,18.000000
67,4,5,17117.400000,91.200000
68,2,0,17124.000000,16.800000
64,33,6,17127.600000,25.200000
61,53,3,17131.800000,10.800000
65,28,2,17138.400000,43.800000
68,24,0,17140.800000,14.400000
61,54,3,17142.600000,51.000000
63,45,6,17152.800000,100.800000
64,34,1,17154.000000,18.000000
66,10,0,17155.200000,36.600000
62,48,4,17157.600000,72.000000
64,35,1,17172.000000,18.000000
65,22,2,17182.200000,18.000000
64,36,1,17190.000000,21.000000
66,27,0,17191.800000,60.000000
61,55,3,17193.600000,66.000000
65,23,2,17200.200000,18.000000
67,14,5,17208.600000,14.400000
64,37,1,17211.000000,57.600000
65,29,2,17218.200000,14.400000
67,15,5,17223.000000,6.000000
69,8,5,17229.000000,35.400000
62,49,4,17229.600000,6.000000
65,30,2,17232.600000,25.200000
62,50,4,17235.600000,3.600000
62,51,4,17239.200000,3.600000
62,52,4,17242.800000,37.800000
66,28,0,17251.800000,43.800000
67,5,6,17253.600000,87.600000
63,46,2,17257.800000,97.800000
68,3,3,17259.600000,42.600000
69,11,5,17264.400000,31.200000
70,16,1,17268.600000,18.000000
62,53,4,17280.600000,10.800000
70,1,1,17286.600000,15.600000
62,54,4,17291.400000,51.000000
64,38,5,17295.600000,22.800000
66,19,0,17295.600000,18.600000
68,11,3,17302.200000,31.200000
69,12,1,17302.200000,30.600000
66,29,0,17314.200000,14.400000
64,39,5,17318.400000,7.200000
64,40,5,17325.600000,25.800000
65,31,0,17328.600000,15.000000
66,20,1,17332.800000,8.400000
68,12,3,17333.400000,30.600000
66,21,6,17341.200000,18.000000
67,6,1,17341.200000,55.200000
62,55,4,17342.400000,66.000000
65,32,0,17343.600000,30.000000
64,41,5,17351.400000,9.600000
69,13,2,17355.600000,94.800000
63,47,6,17359.200000,80.400000
64,42,5,17361.000000,21.000000
66,22,3,17364.000000,18.000000
68,13,0,17373.600000,94.800000
64,43,3,17382.000000,10.800000
66,23,5,17382.000000,18.000000
64,44,3,17392.800000,82.800000
65,33,1,17396.400000,25.200000
66,15,5,17400.000000,6.000000
67,17,5,17406.000000,12.000000
70,11,4,17408.400000,31.200000
67,18,5,17418.000000,21.000000
65,34,1,17421.600000,18.000000
67,26,5,17439.000000,31.200000
63,48,4,17439.600000,72.000000
65,35,6,17439.600000,18.000000
70,12,1,17439.600000,30.600000
66,30,2,17450.400000,25.200000
65,36,6,17457.600000,21.000000
68,4,0,17468.400000,91.200000
67,9,5,17470.200000,21.600000
69,9,1,17470.200000,21.600000
66,31,3,17475.600000,15.000000
70,7,2,17475.600000,16.800000
65,37,6,17478.600000,57.600000
66,32,3,17490.600000,30.000000
64,45,5,17491.800000,100.800000
67,10,1,17491.800000,36.600000
69,16,2,17492.400000,18.000000
69,2,2,17510.400000,16.800000
63,49,4,17511.600000,6.000000
63,50,4,17517.600000,3.600000
66,33,3,17520.600000,25.200000
63,51,4,17521.200000,3.600000
63,52,4,17524.800000,37.800000
69,3,2,17527.200000,42.600000
67,27,1,17528.400000,60.000000
70,8,6,17536.200000,35.400000
66,34,3,17545.800000,18.000000
65,38,0,17559.600000,22.800000
63,53,4,17562.600000,10.800000
66,35,3,17563.800000,18.000000
68,5,2,17569.800000,87.600000
69,14,6,17571.600000,14.400000
63,54,4,17573.400000,51.000000
66,36,3,17581.800000,21.000000
65,39,0,17582.400000,7.200000
69,4,6,17586.000000,91.200000
67,28,1,17588.400000,43.800000
65,40,0,17589.600000,25.800000
70,9,5,17592.600000,21.600000
71,11,3,17602.800000,31.200000
70,2,5,17614.200000,16.800000
65,41,0,17615.400000,9.600000
63,55,4,17624.400000,66.000000
65,42,0,17625.000000,21.000000
66,37,5,17631.000000,57.600000
64,46,1,17632.200000,97.800000
67,19,3,17634.000000,18.600000
65,43,0,17646.000000,10.800000
67,29,3,17652.600000,14.400000
65,44,0,17656.800000,82.800000
68,6,2,17657.400000,55.200000
67,20,3,17667.000000,8.400000
67,21,3,17675.400000,18.000000
69,24,6,17677.200000,14.400000
66,38,5,17688.600000,22.800000
70,3,4,17690.400000,42.600000
69,25,6,17691.600000,29.400000
67,22,3,17693.400000,18.000000
66,39,3,17711.400000,7.200000
67,23,5,17711.400000,18.000000
68,9,2,17712.600000,21.600000
66,40,3,17718.600000,25.800000
69,5,6,17721.000000,87.600000
67,30,5,17729.400000,25.200000
71,12,1,17730.000000,30.600000
64,47,4,17733.000000,80.400000
68,10,2,17734.200000,36.600000
65,45,0,17739.600000,100.800000
66,41,3,17744.400000,9.600000
66,42,3,17754.000000,21.000000
67,31,5,17754.600000,15.000000
70,13,1,17760.600000,94.800000
67,32,5,17769.600000,30.000000
68,25,2,17770.800000,29.400000
66,43,3,17775.000000,10.800000
66,44,3,17785.800000,82.800000
71,13,5,17799.600000,94.800000
68,14,2,17800.200000,14.400000
67,33,6,17808.600000,25.200000
64,48,4,17813.400000,72.000000
68,17,2,17814.600000,12.000000
68,18,2,17826.600000,21.000000
67,34,6,17833.800000,18.000000
69,6,0,17840.400000,55.200000
68,26,2,17847.600000,31.200000
67,35,6,17851.800000,18.000000
65,46,1,17855.400000,97.800000
70,14,3,17868.600000,14.400000
67,36,6,17869.800000,21.000000
66,45,2,17878.800000,100.800000
68,15,3,17883.000000,6.000000
64,49,4,17885.400000,6.000000
70,24,3,17889.000000,14.400000
67,37,6,17890.800000,57.600000
64,50,4,17891.400000,3.600000
68,27,5,17894.400000,60.000000
64,51,4,17895.000000,3.600000
69,10,0,17895.600000,36.600000
64,52,4,17898.600000,37.800000
70,25,3,17903.400000,29.400000
69,26,0,17932.200000,31.200000
70,26,3,17932.800000,31.200000
64,53,4,17936.400000,10.800000
64,54,4,17947.200000,51.000000
71,16,6,17948.400000,18.000000
67,38,1,17953.200000,22.800000
68,28,5,17954.400000,43.800000
65,47,0,17963.400000,80.400000
69,15,3,17964.000000,6.000000
70,17,6,17966.400000,12.000000
71,1,3,17970.000000,15.600000
67,39,1,17976.000000,7.200000
69,27,6,17978.400000,60.000000
70,18,2,17979.600000,21.000000
67,40,1,17983.200000,25.800000
71,7,3,17985.600000,16.800000
64,55,4,17998.200000,66.000000
66,46,5,17998.200000,97.800000
68,19,2,18000.600000,18.600000
70,15,3,18002.400000,6.000000
71,8,3,18008.400000,35.400000
67,41,1,18009.000000,9.600000
67,42,1,18018.600000,21.000000
68,29,2,18019.200000,14.400000
68,20,2,18033.600000,8.400000
69,28,6,18038.400000,43.800000
67,43,1,18039.600000,10.800000
68,21,2,18042.000000,18.000000
65,48,3,18043.800000,72.000000
71,2,0,18043.800000,16.800000
67,44,1,18050.400000,82.800000
68,22,2,18060.000000,18.000000
70,19,0,18060.600000,18.600000
71,3,4,18064.200000,42.600000
68,23,2,18078.000000,18.000000
70,20,0,18079.200000,8.400000
69,29,6,18082.200000,14.400000
70,4,0,18087.600000,91.200000
66,47,5,18096.000000,80.400000
68,30,2,18096.000000,25.200000
69,17,6,18096.600000,12.000000
71,9,4,18106.800000,21.600000
69,18,6,18108.600000,21.000000
65,49,3,18115.800000,6.000000
68,31,2,18121.200000,15.000000
65,50,3,18121.800000,3.600000
65,51,3,18125.400000,3.600000
71,24,4,18128.400000,14.400000
65,52,3,18129.000000,37.800000
69,19,6,18129.600000,18.600000
67,45,1,18133.200000,100.800000
68,32,2,18136.200000,30.000000
71,25,4,18142.800000,29.400000
69,20,6,18148.200000,8.400000
69,21,6,18156.600000,18.000000
72,1,2,18166.200000,15.600000
65,53,3,18166.800000,10.800000
71,4,4,18172.200000,91.200000
68,33,6,18174.600000,25.200000
66,48,5,18176.400000,72.000000
65,54,3,18177.600000,51.000000
69,22,0,18178.800000,18.000000
70,27,2,18181.800000,60.000000
69,23,0,18196.800000,18.000000
68,34,6,18199.800000,18.000000
72,11,0,18214.800000,31.200000
68,35,6,18217.800000,18.000000
73,1,3,18228.600000,15.600000
65,55,1,18234.000000,66.000000
68,36,6,18235.800000,21.000000
67,46,2,18241.800000,97.800000
73,16,3,18244.200000,18.000000
70,5,0,18246.000000,87.600000
66,49,5,18248.400000,6.000000
66,50,5,18254.400000,3.600000
68,37,6,18256.800000,57.600000
66,51,5,18258.000000,3.600000
66,52,5,18261.600000,37.800000
72,12,3,18262.200000,30.600000
69,30,4,18263.400000,25.200000
69,31,4,18288.600000,15.000000
71,5,3,18292.800000,87.600000
66,53,5,18299.400000,10.800000
72,16,1,18300.000000,18.000000
69,32,4,18303.600000,30.000000
66,54,5,18310.200000,51.000000
73,11,6,18314.400000,31.200000
72,7,1,18318.000000,16.800000
68,38,4,18333.600000,22.800000
69,33,0,18333.600000,25.200000
72,8,1,18334.800000,35.400000
70,28,2,18339.600000,43.800000
67,47,6,18345.600000,80.400000
68,39,4,18356.400000,7.200000
69,34,0,18358.800000,18.000000
66,55,5,18361.200000,66.000000
68,40,4,18363.600000,25.800000
72,13,1,18370.200000,94.800000
69,35,0,18376.800000,18.000000
71,6,3,18380.400000,55.200000
73,12,2,18383.400000,30.600000
68,41,4,18389.400000,9.600000
69,36,0,18394.800000,21.000000
68,42,4,18399.000000,21.000000
70,29,2,18414.000000,14.400000
69,37,0,18415.800000,57.600000
68,43,4,18420.000000,10.800000
67,48,6,18426.000000,72.000000
73,13,5,18427.200000,94.800000
70,6,2,18428.400000,55.200000
68,44,4,18430.800000,82.800000
71,10,3,18435.600000,36.600000
72,9,1,18465.000000,21.600000
71,14,3,18472.200000,14.400000
69,38,0,18473.400000,22.800000
70,10,2,18483.600000,36.600000
71,26,3,18486.600000,31.200000
72,2,1,18486.600000,16.800000
69,39,0,18496.200000,7.200000
67,49,6,18498.000000,6.000000
69,40,1,18503.400000,25.800000
72,3,0,18503.400000,42.600000
67,50,6,18504.000000,3.600000
67,51,6,18507.600000,3.600000
67,52,6,18511.200000,37.800000
68,45,4,18513.600000,100.800000
71,27,3,18517.800000,60.000000
70,21,2,18520.200000,18.000000
73,7,5,18522.000000,16.800000
69,41,1,18529.200000,9.600000
70,22,2,18538.200000,18.000000
69,42,5,18538.800000,21.000000
73,8,1,18538.800000,35.400000
72,4,0,18546.000000,91.200000
67,53,6,18549.000000,10.800000
70,23,2,18556.200000,18.000000
67,54,5,18559.800000,51.000000
69,43,6,18559.800000,10.800000
69,44,6,18570.600000,82.800000
73,9,1,18574.200000,21.600000
74,11,2,18574.200000,31.200000
70,30,3,18577.800000,25.200000
71,17,1,18595.800000,12.000000
70,31,3,18603.000000,15.000000
73,2,2,18605.400000,16.800000
71,18,1,18607.800000,21.000000
67,55,5,18610.800000,66.000000
74,12,4,18614.400000,30.600000
68,46,3,18618.000000,97.800000
73,3,2,18622.200000,42.600000
71,19,1,18628.800000,18.600000
70,32,0,18637.200000,30.000000
72,24,4,18645.000000,14.400000
71,20,1,18647.400000,8.400000
69,45,6,18653.400000,100.800000
71,15,1,18655.800000,6.000000
72,25,4,18659.400000,29.400000
74,1,1,18661.800000,15.600000
71,21,2,18664.800000,18.000000
73,4,0,18667.200000,91.200000
70,33,5,18676.800000,25.200000
74,7,1,18677.400000,16.800000
71,22,2,18682.800000,18.000000
72,5,4,18688.800000,87.600000
74,8,1,18694.200000,35.400000
71,23,2,18700.800000,18.000000
70,34,5,18702.000000,18.000000
68,47,3,18715.800000,80.400000
71,28,2,18718.800000,43.800000
70,35,5,18720.000000,18.000000
74,2,1,18729.600000,16.800000
70,36,5,18738.000000,21.000000
74,16,1,18746.400000,18.000000
75,11,6,18754.200000,31.200000
69,46,0,18758.400000,97.800000
70,37,5,18759.000000,57.600000
73,14,2,18762.600000,14.400000
71,29,1,18764.400000,14.400000
72,6,4,18776.400000,55.200000
73,15,2,18777.000000,6.000000
71,30,1,18778.800000,25.200000
73,24,2,18783.000000,14.400000
74,3,6,18785.400000,42.600000
68,48,3,18796.200000,72.000000
73,25,2,18797.400000,29.400000
71,31,1,18804.000000,15.000000
75,12,5,18816.600000,30.600000
70,38,1,18819.000000,22.800000
73,17,2,18826.800000,12.000000
74,9,6,18828.000000,21.600000
72,10,4,18831.600000,36.600000
73,5,2,18838.800000,87.600000
70,39,1,18841.800000,7.200000
71,32,5,18847.200000,30.000000
70,40,1,18849.000000,25.800000
74,24,6,18849.600000,14.400000
69,47,0,18856.200000,80.400000
74,13,6,18864.000000,94.800000
68,49,3,18868.200000,6.000000
72,14,4,18868.200000,14.400000
68,50,3,18874.200000,3.600000
70,41,1,18874.800000,9.600000
71,33,5,18877.200000,25.200000
68,51,3,18877.800000,3.600000
68,52,3,18881.400000,37.800000
72,17,4,18882.600000,12.000000
70,42,1,18884.400000,21.000000
72,18,4,18894.600000,21.000000
71,34,5,18902.400000,18.000000
70,43,1,18905.400000,10.800000
72,26,4,18915.600000,31.200000
70,44,1,18916.200000,82.800000
68,53,3,18919.200000,10.800000
71,35,5,18920.400000,18.000000
73,6,2,18926.400000,55.200000
68,54,3,18930.000000,51.000000
69,48,0,18936.600000,72.000000
71,36,5,18938.400000,21.000000
72,27,4,18946.800000,60.000000
74,4,6,18958.800000,91.200000
71,37,5,18959.400000,57.600000
68,55,3,18981.000000,66.000000
73,10,2,18981.600000,36.600000
70,45,1,18999.000000,100.800000
72,28,4,19006.800000,43.800000
69,49,0,19008.600000,6.000000
69,50,0,19014.600000,3.600000
75,16,5,19017.000000,18.000000
69,51,0,19018.200000,3.600000
73,26,2,19018.200000,31.200000
69,52,0,19021.800000,37.800000
75,1,5,19035.000000,15.600000
76,11,3,19047.000000,31.200000
73,18,2,19049.400000,21.000000
71,38,6,19050.000000,22.800000
72,19,4,19050.600000,18.600000
74,25,5,19050.600000,29.400000
69,53,0,19059.600000,10.800000
72,20,4,19069.200000,8.400000
69,54,0,19070.400000,51.000000
73,27,2,19070.400000,60.000000
71,39,6,19072.800000,7.200000
72,21,4,19077.600000,18.000000
75,13,3,19078.200000,94.800000
71,40,5,19080.000000,25.800000
74,5,6,19080.000000,87.600000
72,22,4,19095.600000,18.000000
76,12,1,19099.800000,30.600000
71,41,5,19105.800000,9.600000
72,23,4,19113.600000,18.000000
71,42,5,19115.400000,21.000000
69,55,0,19121.400000,66.000000
70,46,1,19130.400000,97.800000
73,19,2,19130.400000,18.600000
72,29,4,19131.600000,14.400000
71,43,5,19136.400000,10.800000
72,15,4,19146.000000,6.000000
71,44,5,19147.200000,82.800000
73,20,2,19149.000000,8.400000
76,16,4,19152.000000,18.000000
73,21,2,19157.400000,18.000000
74,6,6,19167.600000,55.200000
76,1,4,19170.000000,15.600000
72,30,3,19173.000000,25.200000
73,22,2,19175.400000,18.000000
75,7,4,19185.600000,16.800000
76,7,0,19187.400000,16.800000
73,23,2,19193.400000,18.000000
72,31,3,19198.200000,15.000000
75,8,4,19202.400000,35.400000
76,8,0,19204.200000,35.400000
77,11,2,19211.400000,31.200000
72,32,3,19213.200000,30.000000
74,10,6,19222.800000,36.600000
70,47,1,19228.200000,80.400000
71,45,5,19230.000000,100.800000
73,28,4,19237.800000,43.800000
75,2,0,19239.600000,16.800000
76,9,2,19242.600000,21.600000
77,12,3,19243.200000,30.600000
75,24,0,19256.400000,14.400000
74,14,6,19259.400000,14.400000
72,33,2,19264.200000,25.200000
75,25,0,19270.800000,29.400000
74,15,3,19273.800000,6.000000
76,13,6,19273.800000,94.800000
77,1,3,19279.800000,15.600000
72,34,4,19289.400000,18.000000
74,26,2,19289.400000,31.200000
77,13,3,19295.400000,94.800000
73,29,0,19300.200000,14.400000
75,14,4,19307.400000,14.400000
70,48,1,19308.600000,72.000000
72,35,0,19314.600000,18.000000
78,11,2,19320.600000,31.200000
75,15,4,19321.800000,6.000000
79,1,4,19327.800000,15.600000
75,3,5,19330.800000,42.600000
72,36,0,19332.600000,21.000000
74,17,4,19343.400000,12.000000
78,12,2,19351.800000,30.600000
72,37,0,19353.600000,57.600000
74,18,4,19355.400000,21.000000
71,46,6,19368.600000,97.800000
75,26,5,19373.400000,31.200000
74,19,4,19376.400000,18.600000
70,49,1,19380.600000,6.000000
76,2,2,19382.400000,16.800000
70,50,1,19386.600000,3.600000
70,51,3,19390.200000,3.600000
73,30,1,19390.200000,25.200000
70,52,3,19393.800000,37.800000
74,20,4,19395.000000,8.400000
76,3,2,19399.200000,42.600000
74,21,4,19403.400000,18.000000
75,9,5,19404.600000,21.600000
77,16,0,19411.200000,18.000000
72,38,1,19415.400000,22.800000
74,22,4,19421.400000,18.000000
78,1,5,19426.200000,15.600000
75,17,0,19429.200000,12.000000
70,53,3,19431.600000,10.800000
72,39,1,19438.200000,7.200000
73,31,4,19439.400000,15.000000
74,23,0,19441.200000,18.000000
75,18,5,19441.800000,21.000000
76,24,2,19441.800000,14.400000
70,54,3,19442.400000,51.000000
72,40,1,19445.400000,25.800000
73,32,4,19454.400000,30.000000
76,25,2,19456.200000,29.400000
77,7,0,19459.200000,16.800000
75,19,5,19462.800000,18.600000
71,47,6,19466.400000,80.400000
72,41,1,19471.200000,9.600000
74,27,0,19476.000000,60.000000
72,42,1,19480.800000,21.000000
75,20,5,19481.400000,8.400000
73,33,4,19484.400000,25.200000
76,4,2,19485.600000,91.200000
75,21,5,19489.800000,18.000000
77,8,3,19493.400000,35.400000
72,43,1,19501.800000,10.800000
70,55,5,19507.800000,66.000000
73,34,4,19509.600000,18.000000
72,44,1,19512.600000,82.800000
73,35,4,19527.600000,18.000000
75,22,3,19528.800000,18.000000
74,28,0,19536.000000,43.800000
73,36,4,19545.600000,21.000000
71,48,3,19546.800000,72.000000
75,23,6,19546.800000,18.000000
77,9,6,19564.800000,21.600000
73,37,4,19566.600000,57.600000
78,16,5,19573.800000,18.000000
75,4,2,19576.800000,91.200000
76,5,0,19579.800000,87.600000
77,2,6,19586.400000,16.800000
74,29,5,19591.800000,14.400000
72,45,1,19595.400000,100.800000
77,14,6,19603.200000,14.400000
74,30,5,19606.200000,25.200000
77,24,6,19617.600000,14.400000
71,49,3,19618.800000,6.000000
78,7,4,19624.200000,16.800000
71,50,3,19624.800000,3.600000
71,51,3,19628.400000,3.600000
73,38,5,19631.400000,22.800000
71,52,3,19632.000000,37.800000
77,3,6,19632.000000,42.600000
78,8,4,19641.000000,35.400000
73,39,5,19654.200000,7.200000
73,40,5,19661.400000,25.800000
74,31,0,19667.400000,15.000000
75,5,2,19668.000000,87.600000
71,53,3,19669.800000,10.800000
76,6,6,19674.600000,55.200000
77,4,4,19676.400000,91.200000
71,54,3,19680.600000,51.000000
74,32,0,19682.400000,30.000000
73,41,5,19687.200000,9.600000
78,9,1,19696.200000,21.600000
73,42,5,19696.800000,21.000000
72,46,0,19712.400000,97.800000
