item,task,worker,tstart,tproc
32,8,6,7459.800000,35.400000
28,23,0,7468.800000,18.000000
26,46,3,7473.600000,97.800000
29,5,1,7477.200000,87.600000
30,14,0,7486.800000,14.400000
33,11,2,7491.600000,31.200000
27,38,5,7492.200000,22.800000
31,7,6,7495.200000,16.800000
30,17,0,7501.200000,12.000000
31,8,6,7512.000000,35.400000
30,18,0,7513.200000,21.000000
27,39,5,7515.000000,7.200000
25,49,4,7518.600000,6.000000
27,40,5,7522.200000,25.800000
28,30,2,7522.800000,25.200000
25,50,4,7524.600000,3.600000
25,51,4,7528.200000,3.600000
25,52,4,7531.800000,37.800000
30,26,0,7534.200000,31.200000
31,9,6,7547.400000,21.600000
27,41,5,7548.000000,9.600000
28,31,2,7548.000000,15.000000
27,42,5,7557.600000,21.000000
28,32,2,7563.000000,30.000000
29,6,1,7564.800000,55.200000
30,19,0,7565.400000,18.600000
31,2,6,7569.000000,16.800000
25,53,4,7569.600000,10.800000
26,47,3,7571.400000,80.400000
27,43,5,7578.600000,10.800000
25,54,4,7580.400000,51.000000
30,4,0,7584.000000,91.200000
31,3,6,7585.800000,42.600000
27,44,5,7589.400000,82.800000
32,2,2,7593.000000,16.800000
32,24,2,7609.800000,14.400000
28,33,1,7620.000000,25.200000
29,27,2,7624.200000,60.000000
31,24,6,7628.400000,14.400000
25,55,4,7631.400000,66.000000
31,25,6,7642.800000,29.400000
28,34,1,7645.200000,18.000000
26,48,3,7651.800000,72.000000
32,3,1,7663.200000,42.600000
28,35,5,7672.200000,18.000000
31,14,6,7672.200000,14.400000
30,27,0,7675.200000,60.000000
29,28,2,7684.200000,43.800000
31,15,6,7686.600000,6.000000
28,36,5,7690.200000,21.000000
31,17,6,7692.600000,12.000000
27,45,4,7697.400000,100.800000
31,18,6,7704.600000,21.000000
32,11,1,7705.800000,31.200000
28,37,5,7711.200000,57.600000
26,49,3,7723.800000,6.000000
33,12,6,7725.600000,30.600000
29,10,2,7728.000000,36.600000
26,50,3,7729.800000,3.600000
26,51,3,7733.400000,3.600000
30,5,0,7735.200000,87.600000
26,52,3,7737.000000,37.800000
31,4,1,7737.000000,91.200000
32,4,6,7756.200000,91.200000
29,22,2,7764.600000,18.000000
33,16,5,7768.800000,18.000000
26,53,3,7774.800000,10.800000
29,23,2,7782.600000,18.000000
26,54,3,7785.600000,51.000000
33,1,5,7786.800000,15.600000
34,11,4,7798.200000,31.200000
29,29,2,7800.600000,14.400000
33,7,5,7802.400000,16.800000
29,15,2,7815.000000,6.000000
33,8,5,7819.200000,35.400000
35,11,2,7821.000000,31.200000
30,6,0,7822.800000,55.200000
27,46,1,7828.200000,97.800000
31,5,4,7829.400000,87.600000
34,12,3,7836.600000,30.600000
28,38,6,7847.400000,22.800000
26,55,2,7852.200000,66.000000
32,12,5,7854.600000,30.600000
33,2,3,7867.200000,16.800000
28,39,6,7870.200000,7.200000
28,40,6,7877.400000,25.800000
29,30,0,7878.000000,25.200000
30,10,3,7884.000000,36.600000
32,5,5,7885.200000,87.600000
28,41,6,7903.200000,9.600000
29,31,0,7903.200000,15.000000
28,42,6,7912.800000,21.000000
31,6,4,7917.000000,55.200000
29,32,0,7918.200000,30.000000
33,3,2,7918.200000,42.600000
30,20,3,7920.600000,8.400000
34,13,1,7926.000000,94.800000
30,15,3,7929.000000,6.000000
28,43,6,7933.800000,10.800000
35,12,3,7935.000000,30.600000
28,44,6,7944.600000,82.800000
30,28,0,7948.200000,43.800000
27,47,2,7960.800000,80.400000
33,24,3,7965.600000,14.400000
29,33,4,7972.200000,25.200000
31,10,5,7972.800000,36.600000
32,6,3,7980.000000,55.200000
30,29,0,7992.000000,14.400000
29,34,4,7997.400000,18.000000
30,21,0,8006.400000,18.000000
33,13,5,8009.400000,94.800000
29,35,4,8015.400000,18.000000
34,1,1,8020.800000,15.600000
30,22,0,8024.400000,18.000000
28,45,6,8027.400000,100.800000
29,36,4,8033.400000,21.000000
31,26,3,8035.200000,31.200000
32,13,1,8036.400000,94.800000
27,48,2,8041.200000,72.000000
30,23,0,8042.400000,18.000000
29,37,4,8054.400000,57.600000
34,16,0,8060.400000,18.000000
31,19,3,8066.400000,18.600000
34,7,0,8078.400000,16.800000
31,20,3,8085.000000,8.400000
31,21,3,8093.400000,18.000000
34,8,0,8095.200000,35.400000
30,30,5,8104.200000,25.200000
31,22,3,8111.400000,18.000000
33,25,4,8112.000000,29.400000
27,49,2,8113.200000,6.000000
27,50,2,8119.200000,3.600000
27,51,2,8122.800000,3.600000
27,52,2,8126.400000,37.800000
35,1,6,8128.200000,15.600000
28,46,3,8129.400000,97.800000
31,23,5,8129.400000,18.000000
34,9,0,8130.600000,21.600000
29,38,1,8131.200000,22.800000
32,25,4,8141.400000,29.400000
33,26,6,8143.800000,31.200000
35,7,5,8147.400000,16.800000
34,2,0,8152.200000,16.800000
29,39,1,8154.000000,7.200000
29,40,1,8161.200000,25.800000
27,53,5,8164.200000,10.800000
30,31,2,8164.200000,15.000000
34,3,0,8169.000000,42.600000
32,26,4,8170.800000,31.200000
27,54,5,8175.000000,51.000000
33,9,6,8175.000000,21.600000
30,32,2,8179.200000,30.000000
29,41,1,8187.000000,9.600000
29,42,6,8196.600000,21.000000
33,14,1,8196.600000,14.400000
32,9,4,8202.000000,21.600000
30,33,2,8209.200000,25.200000
31,27,1,8211.000000,60.000000
33,17,0,8211.600000,12.000000
29,43,6,8217.600000,10.800000
32,10,4,8223.600000,36.600000
33,18,0,8223.600000,21.000000
27,55,5,8226.000000,66.000000
28,47,3,8227.200000,80.400000
29,44,6,8228.400000,82.800000
30,34,2,8234.400000,18.000000
33,4,0,8244.600000,91.200000
30,35,2,8252.400000,18.000000
32,14,4,8260.200000,14.400000
30,36,2,8270.400000,21.000000
31,28,1,8271.000000,43.800000
32,17,4,8274.600000,12.000000
32,18,4,8286.600000,21.000000
30,37,2,8291.400000,57.600000
34,24,5,8292.000000,14.400000
34,25,5,8306.400000,29.400000
28,48,3,8307.600000,72.000000
32,19,4,8307.600000,18.600000
29,45,6,8311.200000,100.800000
35,13,1,8314.800000,94.800000
32,20,4,8326.200000,8.400000
32,21,4,8334.600000,18.000000
31,29,5,8335.800000,14.400000
33,27,0,8335.800000,60.000000
34,14,2,8349.000000,14.400000
36,16,5,8350.200000,18.000000
32,22,4,8352.600000,18.000000
34,26,2,8363.400000,31.200000
36,1,5,8368.200000,15.600000
32,23,4,8370.600000,18.000000
28,49,3,8379.600000,6.000000
36,7,5,8383.800000,16.800000
28,50,3,8385.600000,3.600000
32,15,4,8388.600000,6.000000
28,51,3,8389.200000,3.600000
28,52,3,8392.800000,37.800000
34,17,4,8394.600000,12.000000
37,11,2,8394.600000,31.200000
30,38,0,8395.800000,22.800000
33,5,5,8400.600000,87.600000
34,18,4,8406.600000,21.000000
31,30,1,8409.600000,25.200000
35,8,6,8412.000000,35.400000
29,46,0,8418.600000,97.800000
30,39,2,8425.800000,7.200000
34,19,4,8427.600000,18.600000
28,53,3,8430.600000,10.800000
30,40,2,8433.000000,25.800000
31,31,1,8434.800000,15.000000
28,54,3,8441.400000,51.000000
34,20,4,8446.200000,8.400000
35,9,6,8447.400000,21.600000
31,32,1,8449.800000,30.000000
34,21,4,8454.600000,18.000000
30,41,2,8458.800000,9.600000
30,42,2,8468.400000,21.000000
35,16,6,8469.000000,18.000000
34,22,4,8472.600000,18.000000
31,33,1,8479.800000,25.200000
32,27,6,8487.000000,60.000000
33,6,5,8488.200000,55.200000
30,43,2,8489.400000,10.800000
34,23,4,8490.600000,18.000000
28,55,3,8492.400000,66.000000
30,44,2,8500.200000,82.800000
31,34,1,8505.000000,18.000000
34,15,4,8508.600000,6.000000
35,2,4,8514.600000,16.800000
29,47,0,8516.400000,80.400000
31,35,1,8523.000000,18.000000
34,4,4,8531.400000,91.200000
31,36,1,8541.000000,21.000000
33,10,5,8543.400000,36.600000
32,28,6,8547.000000,43.800000
35,3,3,8558.400000,42.600000
31,37,1,8562.000000,57.600000
33,19,5,8580.000000,18.600000
36,8,2,8583.000000,35.400000
32,29,6,8590.800000,14.400000
29,48,0,8596.800000,72.000000
30,45,5,8598.600000,100.800000
33,28,3,8601.000000,43.800000
35,24,6,8605.200000,14.400000
36,11,2,8618.400000,31.200000
35,25,6,8619.600000,29.400000
37,12,1,8619.600000,30.600000
31,38,4,8622.600000,22.800000
32,30,3,8644.800000,25.200000
31,39,4,8645.400000,7.200000
33,29,6,8649.000000,14.400000
34,5,2,8649.600000,87.600000
35,4,1,8650.200000,91.200000
31,40,4,8652.600000,25.800000
33,20,6,8663.400000,8.400000
29,49,0,8668.800000,6.000000
32,31,3,8670.000000,15.000000
33,15,6,8671.800000,6.000000
29,50,0,8674.800000,3.600000
33,21,6,8677.800000,18.000000
29,51,4,8678.400000,3.600000
31,41,0,8678.400000,9.600000
29,52,4,8682.000000,37.800000
32,32,3,8685.000000,30.000000
31,42,0,8688.000000,21.000000
33,22,6,8695.800000,18.000000
36,12,5,8699.400000,30.600000
31,43,0,8709.000000,10.800000
33,23,6,8713.800000,18.000000
30,46,3,8715.000000,97.800000
29,53,4,8719.800000,10.800000
31,44,0,8719.800000,82.800000
32,33,5,8730.000000,25.200000
29,54,4,8730.600000,51.000000
36,9,6,8731.800000,21.600000
34,6,2,8737.200000,55.200000
33,30,1,8741.400000,25.200000
35,5,6,8753.400000,87.600000
32,34,5,8755.200000,18.000000
33,31,1,8766.600000,15.000000
32,35,5,8773.200000,18.000000
29,55,4,8781.600000,66.000000
33,32,1,8781.600000,30.000000
32,36,5,8791.200000,21.000000
34,10,2,8792.400000,36.600000
31,45,0,8802.600000,100.800000
36,13,1,8811.600000,94.800000
32,37,5,8812.200000,57.600000
37,13,3,8812.800000,94.800000
38,16,2,8829.000000,18.000000
30,47,6,8841.000000,80.400000
35,14,2,8847.000000,14.400000
33,33,4,8847.600000,25.200000
35,17,2,8861.400000,12.000000
38,1,5,8869.800000,15.600000
33,34,4,8872.800000,18.000000
35,6,2,8873.400000,55.200000
38,7,5,8885.400000,16.800000
33,35,4,8890.800000,18.000000
38,8,5,8902.200000,35.400000
39,11,0,8903.400000,31.200000
31,46,1,8906.400000,97.800000
32,38,3,8907.600000,22.800000
33,36,4,8908.800000,21.000000
30,48,6,8921.400000,72.000000
35,10,2,8928.600000,36.600000
33,37,4,8929.800000,57.600000
32,39,3,8930.400000,7.200000
34,27,0,8934.600000,60.000000
36,2,3,8937.600000,16.800000
37,16,5,8937.600000,18.000000
36,3,3,8954.400000,42.600000
37,1,5,8955.600000,15.600000
35,26,2,8965.200000,31.200000
37,7,5,8971.200000,16.800000
32,40,4,8987.400000,25.800000
37,8,5,8988.000000,35.400000
30,49,6,8993.400000,6.000000
33,38,0,8994.600000,22.800000
35,18,2,8996.400000,21.000000
36,24,3,8997.000000,14.400000
30,50,6,8999.400000,3.600000
30,51,6,9003.000000,3.600000
31,47,1,9004.200000,80.400000
30,52,6,9006.600000,37.800000
34,28,3,9011.400000,43.800000
32,41,4,9013.200000,9.600000
33,39,0,9017.400000,7.200000
35,27,2,9017.400000,60.000000
32,42,4,9022.800000,21.000000
36,25,5,9023.400000,29.400000
33,40,0,9024.600000,25.800000
32,43,4,9043.800000,10.800000
30,53,6,9044.400000,10.800000
33,41,0,9050.400000,9.600000
36,26,5,9052.800000,31.200000
32,44,4,9054.600000,82.800000
30,54,3,9055.200000,51.000000
34,29,6,9055.200000,14.400000
33,42,0,9060.000000,21.000000
34,30,6,9069.600000,25.200000
35,28,2,9077.400000,43.800000
33,43,0,9081.000000,10.800000
36,14,5,9084.000000,14.400000
31,48,1,9084.600000,72.000000
33,44,0,9091.800000,82.800000
34,31,6,9094.800000,15.000000
36,17,5,9098.400000,12.000000
30,55,3,9106.200000,66.000000
34,32,6,9109.800000,30.000000
36,18,5,9110.400000,21.000000
35,19,2,9121.200000,18.600000
36,4,5,9131.400000,91.200000
37,2,4,9137.400000,16.800000
32,45,6,9139.800000,100.800000
35,29,2,9139.800000,14.400000
35,20,4,9154.200000,8.400000
37,24,2,9154.200000,14.400000
31,49,1,9156.600000,6.000000
31,50,4,9162.600000,3.600000
34,33,1,9162.600000,25.200000
31,51,4,9166.200000,3.600000
35,15,2,9168.600000,6.000000
31,52,4,9169.800000,37.800000
37,3,3,9172.200000,42.600000
38,2,0,9174.600000,16.800000
39,12,2,9174.600000,30.600000
33,45,1,9187.800000,100.800000
34,34,0,9191.400000,18.000000
38,24,2,9205.200000,14.400000
31,53,4,9207.600000,10.800000
39,13,0,9209.400000,94.800000
35,21,3,9214.800000,18.000000
31,54,4,9218.400000,51.000000
34,35,2,9219.600000,18.000000
36,27,5,9222.600000,60.000000
35,22,3,9232.800000,18.000000
34,36,2,9237.600000,21.000000
37,25,6,9240.600000,29.400000
35,23,3,9250.800000,18.000000
34,37,2,9258.600000,57.600000
38,3,3,9268.800000,42.600000
31,55,4,9269.400000,66.000000
37,14,6,9270.000000,14.400000
32,46,5,9282.600000,97.800000
36,15,6,9284.400000,6.000000
37,26,1,9288.600000,31.200000
40,16,6,9290.400000,18.000000
33,46,0,9304.200000,97.800000
39,16,6,9308.400000,18.000000
36,5,3,9311.400000,87.600000
40,1,2,9316.200000,15.600000
37,9,1,9319.800000,21.600000
38,25,6,9326.400000,29.400000
39,1,2,9331.800000,15.600000
40,11,4,9335.400000,31.200000
37,15,1,9341.400000,6.000000
39,7,1,9347.400000,16.800000
41,11,2,9347.400000,31.200000
37,17,6,9355.800000,12.000000
39,8,1,9364.200000,35.400000
38,26,4,9366.600000,31.200000
37,18,6,9367.800000,21.000000
40,12,2,9378.600000,30.600000
32,47,5,9380.400000,80.400000
34,38,6,9388.800000,22.800000
37,19,4,9397.800000,18.600000
36,6,3,9399.000000,55.200000
38,17,1,9399.600000,12.000000
35,30,0,9402.000000,25.200000
39,2,2,9409.200000,16.800000
34,39,6,9411.600000,7.200000
38,4,1,9411.600000,91.200000
33,47,4,9416.400000,80.400000
34,40,6,9418.800000,25.800000
37,20,2,9426.000000,8.400000
35,31,0,9427.200000,15.000000
39,24,2,9434.400000,14.400000
35,32,0,9442.200000,30.000000
34,41,6,9444.600000,9.600000
39,25,2,9448.800000,29.400000
34,42,3,9454.200000,21.000000
36,10,6,9454.200000,36.600000
32,48,5,9460.800000,72.000000
35,33,0,9472.200000,25.200000
34,43,3,9475.200000,10.800000
37,4,2,9478.200000,91.200000
34,44,3,9486.000000,82.800000
39,14,6,9490.800000,14.400000
33,48,4,9496.800000,72.000000
35,34,0,9497.400000,18.000000
36,28,1,9502.800000,43.800000
38,5,6,9505.200000,87.600000
35,35,0,9515.400000,18.000000
32,49,5,9532.800000,6.000000
35,36,0,9533.400000,21.000000
32,50,5,9538.800000,3.600000
32,51,5,9542.400000,3.600000
32,52,5,9546.000000,37.800000
36,19,1,9546.600000,18.600000
35,37,0,9554.400000,57.600000
36,29,1,9565.200000,14.400000
33,49,3,9568.800000,6.000000
34,45,4,9568.800000,100.800000
37,27,2,9569.400000,60.000000
33,50,3,9574.800000,3.600000
33,51,3,9578.400000,3.600000
36,20,1,9579.600000,8.400000
39,3,3,9582.000000,42.600000
32,53,5,9583.800000,10.800000
40,13,1,9588.000000,94.800000
36,21,6,9592.800000,18.000000
32,54,5,9594.600000,51.000000
36,22,6,9610.800000,18.000000
38,6,0,9612.000000,55.200000
39,26,3,9624.600000,31.200000
36,23,6,9628.800000,18.000000
35,38,2,9629.400000,22.800000
33,52,5,9645.600000,37.800000
41,12,6,9646.800000,30.600000
35,39,2,9652.200000,7.200000
32,55,3,9655.800000,66.000000
35,40,2,9659.400000,25.800000
36,30,0,9667.200000,25.200000
37,5,4,9669.600000,87.600000
38,11,6,9677.400000,31.200000
34,46,1,9682.800000,97.800000
33,53,5,9683.400000,10.800000
35,41,2,9685.200000,9.600000
36,31,0,9692.400000,15.000000
33,54,5,9694.200000,51.000000
35,42,2,9694.800000,21.000000
36,32,0,9707.400000,30.000000
38,12,6,9708.600000,30.600000
35,43,2,9715.800000,10.800000
39,9,3,9721.800000,21.600000
35,44,2,9726.600000,82.800000
36,33,0,9737.400000,25.200000
38,13,6,9739.200000,94.800000
39,17,3,9743.400000,12.000000
33,55,5,9745.200000,66.000000
39,18,3,9755.400000,21.000000
37,6,4,9757.200000,55.200000
36,34,0,9762.600000,18.000000
39,19,3,9776.400000,18.600000
36,35,1,9780.600000,18.000000
40,7,0,9780.600000,16.800000
34,47,3,9795.000000,80.400000
39,4,0,9797.400000,91.200000
36,36,1,9798.600000,21.000000
40,8,2,9809.400000,35.400000
35,45,5,9811.200000,100.800000
37,10,4,9812.400000,36.600000
36,37,1,9819.600000,57.600000
38,27,6,9834.000000,60.000000
40,9,2,9844.800000,21.600000
41,16,4,9849.000000,18.000000
37,21,2,9866.400000,18.000000
40,2,4,9867.000000,16.800000
34,48,3,9875.400000,72.000000
41,1,1,9877.200000,15.600000
40,24,4,9883.800000,14.400000
37,22,2,9884.400000,18.000000
36,38,0,9888.600000,22.800000
39,5,1,9892.800000,87.600000
38,28,6,9894.000000,43.800000
40,25,4,9898.200000,29.400000
37,23,2,9902.400000,18.000000
36,39,0,9911.400000,7.200000
35,46,5,9912.000000,97.800000
36,40,0,9918.600000,25.800000
41,7,2,9920.400000,16.800000
40,3,4,9927.600000,42.600000
41,8,2,9937.200000,35.400000
37,28,6,9937.800000,43.800000
36,41,0,9944.400000,9.600000
34,49,3,9947.400000,6.000000
34,50,3,9953.400000,3.600000
36,42,0,9954.000000,21.000000
34,51,3,9957.000000,3.600000
34,52,3,9960.600000,37.800000
38,9,4,9970.200000,21.600000
40,26,2,9972.600000,31.200000
36,43,0,9975.000000,10.800000
39,6,1,9980.400000,55.200000
37,29,6,9981.600000,14.400000
36,44,0,9985.800000,82.800000
38,10,4,9991.800000,36.600000
37,30,6,9996.000000,25.200000
34,53,3,9998.400000,10.800000
40,14,2,10003.800000,14.400000
34,54,3,10009.200000,51.000000
35,47,5,10009.800000,80.400000
40,4,2,10018.200000,91.200000
37,31,6,10021.200000,15.000000
38,18,4,10028.400000,21.000000
39,10,1,10035.600000,36.600000
37,32,6,10036.200000,30.000000
38,19,4,10049.400000,18.600000
34,55,3,10060.200000,66.000000
41,13,6,10066.200000,94.800000
37,33,4,10068.000000,25.200000
38,29,0,10068.600000,14.400000
39,20,1,10072.200000,8.400000
39,15,1,10080.600000,6.000000
38,14,0,10083.000000,14.400000
42,16,1,10086.600000,18.000000
35,48,5,10090.200000,72.000000
36,45,4,10093.200000,100.800000
37,34,0,10097.400000,18.000000
38,20,1,10104.600000,8.400000
39,27,2,10109.400000,60.000000
38,15,1,10113.000000,6.000000
37,35,0,10115.400000,18.000000
40,15,1,10119.000000,6.000000
42,1,1,10125.000000,15.600000
38,21,3,10126.200000,18.000000
37,36,0,10133.400000,21.000000
40,17,1,10140.600000,12.000000
38,22,3,10144.200000,18.000000
40,5,1,10152.600000,87.600000
37,37,0,10154.400000,57.600000
41,2,6,10161.000000,16.800000
35,49,3,10162.200000,6.000000
38,23,5,10162.200000,18.000000
35,50,3,10168.200000,3.600000
39,28,2,10169.400000,43.800000
35,51,3,10171.800000,3.600000
35,52,3,10175.400000,37.800000
41,3,6,10177.800000,42.600000
38,30,5,10180.200000,25.200000
42,11,4,10194.000000,31.200000
36,46,5,10205.400000,97.800000
43,16,0,10212.000000,18.000000
35,53,3,10213.200000,10.800000
37,38,2,10213.200000,22.800000
39,21,6,10220.400000,18.000000
35,54,3,10224.000000,51.000000
41,9,4,10225.200000,21.600000
42,12,0,10230.000000,30.600000
37,39,2,10236.000000,7.200000
38,31,6,10238.400000,15.000000
39,22,1,10240.200000,18.000000
37,40,2,10243.200000,25.800000
40,6,4,10246.800000,55.200000
38,32,6,10253.400000,30.000000
39,23,1,10258.200000,18.000000
41,24,0,10260.600000,14.400000
37,41,2,10269.000000,9.600000
35,55,3,10275.000000,66.000000
41,25,0,10275.000000,29.400000
42,7,1,10276.200000,16.800000
37,42,2,10278.600000,21.000000
38,33,6,10283.400000,25.200000
42,13,1,10293.000000,94.800000
37,43,2,10299.600000,10.800000
40,10,4,10302.000000,36.600000
36,47,5,10303.200000,80.400000
39,29,0,10304.400000,14.400000
38,34,6,10308.600000,18.000000
37,44,2,10310.400000,82.800000
39,30,0,10318.800000,25.200000
38,35,6,10326.600000,18.000000
40,18,4,10338.600000,21.000000
41,26,3,10341.000000,31.200000
39,31,0,10344.000000,15.000000
38,36,6,10344.600000,21.000000
39,32,0,10359.000000,30.000000
40,19,4,10359.600000,18.600000
38,37,6,10365.600000,57.600000
41,14,3,10372.200000,14.400000
40,20,4,10378.200000,8.400000
36,48,5,10383.600000,72.000000
40,21,3,10386.600000,18.000000
41,17,4,10386.600000,12.000000
42,8,1,10387.800000,35.400000
39,33,0,10389.000000,25.200000
43,1,2,10393.200000,15.600000
41,4,4,10398.600000,91.200000
37,45,3,10404.600000,100.800000
40,27,2,10408.800000,60.000000
39,34,0,10414.200000,18.000000
42,9,6,10423.200000,21.600000
43,7,1,10423.200000,16.800000
39,35,0,10432.200000,18.000000
43,8,1,10440.000000,35.400000
42,2,6,10444.800000,16.800000
39,36,0,10450.200000,21.000000
36,49,5,10455.600000,6.000000
36,50,5,10461.600000,3.600000
42,3,6,10461.600000,42.600000
36,51,5,10465.200000,3.600000
36,52,5,10468.800000,37.800000
38,38,2,10468.800000,22.800000
39,37,0,10471.200000,57.600000
40,22,1,10475.400000,18.000000
41,5,4,10489.800000,87.600000
38,39,2,10491.600000,7.200000
40,28,1,10493.400000,43.800000
43,2,2,10498.800000,16.800000
42,4,6,10504.200000,91.200000
44,11,3,10505.400000,31.200000
36,53,5,10506.600000,10.800000
43,3,2,10515.600000,42.600000
36,54,5,10517.400000,51.000000
38,40,0,10528.800000,25.800000
44,12,3,10536.600000,30.600000
37,46,1,10537.200000,97.800000
38,41,0,10554.600000,9.600000
40,23,2,10558.200000,18.000000
38,42,0,10564.200000,21.000000
43,11,3,10567.200000,31.200000
36,55,5,10568.400000,66.000000
40,29,2,10576.200000,14.400000
41,6,4,10577.400000,55.200000
38,43,0,10585.200000,10.800000
44,16,2,10590.600000,18.000000
39,38,6,10595.400000,22.800000
38,44,0,10596.000000,82.800000
42,5,3,10598.400000,87.600000
43,12,2,10608.600000,30.600000
39,39,6,10618.200000,7.200000
39,40,6,10625.400000,25.800000
40,30,4,10632.600000,25.200000
41,10,5,10634.400000,36.600000
37,47,1,10635.000000,80.400000
43,13,2,10639.200000,94.800000
39,41,6,10651.200000,9.600000
40,31,4,10657.800000,15.000000
39,42,6,10660.800000,21.000000
41,18,5,10671.000000,21.000000
40,32,4,10672.800000,30.000000
38,45,0,10678.800000,100.800000
39,43,6,10681.800000,10.800000
42,6,3,10686.000000,55.200000
41,15,5,10692.000000,6.000000
39,44,6,10692.600000,82.800000
44,1,5,10698.000000,15.600000
41,27,4,10702.800000,60.000000
44,7,5,10713.600000,16.800000
37,48,1,10715.400000,72.000000
44,8,5,10730.400000,35.400000
43,4,2,10734.000000,91.200000
40,33,3,10741.200000,25.200000
41,28,4,10762.800000,43.800000
42,10,5,10765.800000,36.600000
40,34,3,10766.400000,18.000000
39,45,6,10775.400000,100.800000
44,9,0,10779.600000,21.600000
40,35,3,10784.400000,18.000000
37,49,1,10787.400000,6.000000
37,50,1,10793.400000,3.600000
37,51,1,10797.000000,3.600000
37,52,1,10800.600000,37.800000
44,2,0,10801.200000,16.800000
40,36,3,10802.400000,21.000000
42,24,5,10802.400000,14.400000
38,46,4,10806.600000,97.800000
41,19,5,10816.800000,18.600000
42,25,0,10818.000000,29.400000
40,37,3,10823.400000,57.600000
43,5,2,10825.200000,87.600000
41,20,5,10835.400000,8.400000
37,53,1,10838.400000,10.800000
41,21,5,10843.800000,18.000000
42,14,0,10847.400000,14.400000
37,54,1,10849.200000,51.000000
41,22,5,10861.800000,18.000000
42,26,0,10861.800000,31.200000
39,46,6,10876.200000,97.800000
41,23,5,10879.800000,18.000000
44,3,3,10881.000000,42.600000
42,17,0,10893.000000,12.000000
45,11,5,10897.800000,31.200000
46,1,1,10900.200000,15.600000
40,38,4,10904.400000,22.800000
41,29,0,10905.000000,14.400000
37,55,2,10912.800000,66.000000
42,18,1,10915.800000,21.000000
43,24,0,10919.400000,14.400000
38,47,3,10923.600000,80.400000
40,39,4,10927.200000,7.200000
41,30,5,10929.000000,25.200000
43,6,0,10933.800000,55.200000
40,40,4,10934.400000,25.800000
42,15,1,10936.800000,6.000000
44,24,1,10942.800000,14.400000
41,31,5,10954.200000,15.000000
44,25,1,10957.200000,29.400000
40,41,4,10960.200000,9.600000
41,32,5,10969.200000,30.000000
40,42,4,10969.800000,21.000000
42,27,6,10974.000000,60.000000
39,47,2,10978.800000,80.400000
44,17,1,10986.600000,12.000000
43,9,0,10989.000000,21.600000
40,43,4,10990.800000,10.800000
44,18,1,10998.600000,21.000000
45,12,5,10999.200000,30.600000
40,44,4,11001.600000,82.800000
38,48,3,11004.000000,72.000000
41,33,0,11010.600000,25.200000
43,10,1,11019.600000,36.600000
44,13,5,11029.800000,94.800000
42,28,6,11034.000000,43.800000
41,34,0,11035.800000,18.000000
41,35,0,11053.800000,18.000000
43,14,1,11056.200000,14.400000
39,48,2,11059.200000,72.000000
43,15,1,11070.600000,6.000000
41,36,0,11071.800000,21.000000
38,49,3,11076.000000,6.000000
43,25,1,11076.600000,29.400000
42,19,6,11077.800000,18.600000
38,50,3,11082.000000,3.600000
40,45,4,11084.400000,100.800000
38,51,3,11085.600000,3.600000
38,52,3,11089.200000,37.800000
41,37,0,11092.800000,57.600000
42,20,6,11096.400000,8.400000
42,21,6,11104.800000,18.000000
43,17,1,11106.000000,12.000000
43,18,1,11118.000000,21.000000
42,22,6,11122.800000,18.000000
44,4,5,11124.600000,91.200000
38,53,3,11127.000000,10.800000
39,49,2,11131.200000,6.000000
39,50,2,11137.200000,3.600000
38,54,3,11137.800000,51.000000
43,26,1,11139.000000,31.200000
39,51,6,11140.800000,3.600000
42,23,2,11140.800000,18.000000
45,13,6,11144.400000,94.800000
46,11,0,11150.400000,31.200000
42,29,2,11158.800000,14.400000
43,19,1,11170.200000,18.600000
47,16,2,11173.200000,18.000000
46,12,0,11181.600000,30.600000
48,11,4,11185.200000,31.200000
38,55,3,11188.800000,66.000000
39,52,1,11188.800000,37.800000
43,20,2,11191.200000,8.400000
43,21,2,11199.600000,18.000000
46,16,0,11212.200000,18.000000
40,46,5,11215.800000,97.800000
44,5,4,11216.400000,87.600000
43,22,2,11217.600000,18.000000
39,53,1,11226.600000,10.800000
46,7,0,11230.200000,16.800000
43,23,2,11235.600000,18.000000
39,54,1,11237.400000,51.000000
41,38,6,11239.200000,22.800000
45,16,0,11247.000000,18.000000
46,8,2,11253.600000,35.400000
47,11,3,11254.800000,31.200000
41,39,6,11262.000000,7.200000
42,30,0,11265.000000,25.200000
41,40,6,11269.200000,25.800000
45,1,3,11286.000000,15.600000
39,55,1,11288.400000,66.000000
46,9,2,11289.000000,21.600000
42,31,0,11290.200000,15.000000
41,41,6,11295.000000,9.600000
45,7,3,11301.600000,16.800000
44,6,4,11304.000000,55.200000
41,42,6,11304.600000,21.000000
42,32,0,11305.200000,30.000000
46,2,2,11310.600000,16.800000
40,47,5,11313.600000,80.400000
43,27,3,11318.400000,60.000000
41,43,6,11325.600000,10.800000
45,8,2,11327.400000,35.400000
46,13,0,11335.200000,94.800000
41,44,6,11336.400000,82.800000
42,33,1,11354.400000,25.200000
44,10,4,11359.200000,36.600000
45,9,2,11362.800000,21.600000
43,28,3,11378.400000,43.800000
42,34,1,11379.600000,18.000000
45,2,2,11384.400000,16.800000
40,48,5,11394.000000,72.000000
44,26,4,11395.800000,31.200000
42,35,1,11397.600000,18.000000
